name,stars,price_level,cuisine,city,country,year,lat,lng,address
Oaxen Krog,2,4.0,Creative,Stockholm,Sweden,2019,59.322342,18.101831,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog
Vollmers,2,4.0,Creative,Malmö,Sweden,2019,55.604427,12.995848,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers
Daniel Berlin,2,4.0,Creative,Skåne-Tranås,Sweden,2019,55.61246,13.99265,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin
RAW,2,3.0,Innovative,Taipei,Taipei,2019,25.082666,121.559525,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw
Shoun RyuGin,2,4.0,Japanese contemporary,Taipei,Taipei,2019,25.08258,121.5595,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin
Taïrroir,2,3.0,Innovative,Taipei,Taipei,2019,25.082718,121.559296,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir
Sushi Amamoto,2,4.0,Sushi,Taipei,Taipei,2019,25.037945,121.55487,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto
The Guest House,2,2.0,Sichuan-Huai Yang,Taipei,Taipei,2019,25.04486,121.52198,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house
minibar,2,4.0,Contemporary,"Washington, D.C.",Washington Dc,2019,38.896294,-77.02386,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar
Pineapple and Pearls,2,4.0,Contemporary,"Washington, D.C.",Washington Dc,2019,38.880707,-76.99514,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls
Amador,3,5.0,Creative,Wien,Austria,2019,48.25406,16.35915,https://guide.michelin.com/at/en/vienna/wien/restaurant/amador
Manresa,3,4.0,Contemporary,South San Francisco,California,2019,37.22761,-121.98071,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa
Benu,3,4.0,Asian,San Francisco,California,2019,37.78521,-122.39876,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu
Quince,3,4.0,Contemporary,San Francisco,California,2019,37.79762,-122.40337,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince
Atelier Crenn,3,4.0,Contemporary,San Francisco,California,2019,37.79835,-122.43586,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn
The French Laundry,3,4.0,Contemporary,San Francisco,California,2019,38.40443,-122.36474,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry
The Restaurant at Meadowood,3,4.0,Contemporary,San Francisco,California,2019,38.52025,-122.46479,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood
SingleThread,3,4.0,Contemporary,San Francisco,California,2019,38.612164,-122.869705,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread
Alinea,3,4.0,Contemporary,Chicago,Chicago,2019,41.91328,-87.64798,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea
Geranium,3,4.0,Creative,København,Denmark,2019,55.70393,12.57197,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/geranium
Maaemo,3,4.0,Modern cuisine,Oslo,Norway,2019,59.910477,10.760408,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo
Masa,3,4.0,Japanese,New York,New York City,2019,40.76855,-73.98335,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa
Per Se,3,4.0,Contemporary,New York,New York City,2019,40.76828,-73.98292,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se
Le Bernardin,3,4.0,Seafood,New York,New York City,2019,40.76177,-73.98223,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin
Eleven Madison Park,3,4.0,Contemporary,New York,New York City,2019,40.7417,-73.98712,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park
Chef's Table at Brooklyn Fare,3,4.0,Contemporary,New York,New York City,2019,40.68872,-73.98581,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare
Frantzén,3,4.0,Modern cuisine,Stockholm,Sweden,2019,59.33418,18.05812,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen
Le Palais,3,2.0,Cantonese,Taipei,Taipei,2019,25.049496,121.51674,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais
The Inn at Little Washington,3,4.0,American,"Washington, D.C.",Washington Dc,2019,38.713623,-78.16208,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington
